verse_number,chapter_number,chapter_name_vi,chapter_name_ja,vi,ja
382,25,Pham Ty Kheo,比丘品,"“Tỷ kheo tuy tuổi nhỏ
Siêng tu giáo pháp Phật,
Soi sáng thế gian này,
Như trăng thoát khỏi mây.”",たとい年少なりといえども、仏陀の教えに精勤する比丘は、雲を離れし月の如くこの世を照らす。
383,26,Pham Ba La Mon,婆羅門品,"“Hỡi này Bà là môn,
Hãy tinh tấn đoạn dòng,
Từ bỏ các dục lạc,
Biết được hành đoạn diệt,
Người là bậc vô vi.”","婆羅門よ、勇敢に〔欲の〕流れを断て、諸欲を去れ。
万象の滅尽を知りて汝は無作（涅槃）を知る。"
384,26,Pham Ba La Mon,婆羅門品,"“Nhờ thường trú hai pháp (1)
Ðến được bờ bên kia.
Bà-la-môn có trí,
Mọi kiết sử dứt sạch.”","婆羅門もし二法（止観）に於て彼岸に達すれば、この智者に一切の
繋縛
は終息す。"
385,26,Pham Ba La Mon,婆羅門品,"“Không bờ này, bờ kia (2)
Cả hai bờ không có,
Lìa khổ, không trói buộc
Ta gọi Bà-la-môn.”","彼岸（来世）も此岸（現世）もなく、彼此両岸もなく、畏怖を去り、
繋縛
を捨てたる人、我はこれを婆羅門と呼ぶ。"
386,26,Pham Ba La Mon,婆羅門品,"“Tu thiền, trú ly trần
Phận sự xong, vô lậu,
Ðạt được đích tối thượng,
Ta gọi Bà-la-môn.”",禅定に入り、垢穢なく安住し、為すべきをなし、煩悩を去り、最上義（阿羅漢果）に達せる人、我はこれを婆羅門と呼ぶ。
387,26,Pham Ba La Mon,婆羅門品,"“Mặt trời sáng ban ngày,
Mặt trăng sáng ban đêm.
Khí giới sáng Sát lỵ,
Thiền định sáng Phạm chí.
Còn hào quang đức Phật,
Chói sáng cả ngày đêm.”","日は昼に輝き、月は夜に照らし、
刹帝利
は武装して輝き、婆羅門は禅定に入りて輝く。
されど仏陀はその光明により、全昼夜に輝く。"
388,26,Pham Ba La Mon,婆羅門品,"“Dứt ác gọi Phạm chí,
Tịnh hạnh gọi Sa môn,
Tự mình xuất cấu uế,
Nên gọi bậc xuất gia.”","婆羅門とは悪業を除ける者の意にして、行う所寂静なるが故に沙門と称せらる。
自己の垢穢を去る者は、これによりて出家と称せらる。"
389,26,Pham Ba La Mon,婆羅門品,"“Chớ có đập Phạm chí!
Phạm chí chớ đập lại!
Xấu thay đập Phạm chí
Ðập trả lại xấu hơn!”","婆羅門を打つべからず。
〔打たるるも〕婆羅門はこれに敵対すべからず。
婆羅門を打つ者に災いあれ。
〔打たれて〕これに敵対する者に、更に災いあれ。"
390,26,Pham Ba La Mon,婆羅門品,"“Ðối với Bà-la-môn,
Ðây (3) không lợi ích nhỏ.
Khi ý không ái luyến,
Tâm hại được chận đứng,
Chỉ khi ấy khổ diệt,”","婆羅門もし愛好するものより心を抑制せば、彼に少なからざる利益あり。
害心の消滅するに随い、苦悩もこれに随いて静止す。"
391,26,Pham Ba La Mon,婆羅門品,"“Với người thân miệng ý,
Không làm các ác hạnh
Ba nghiệp được phòng hộ,
Ta gọi Bà-la-môn.”",身と語と意とによる悪業なく、この三処に於て抑制せる人、我はこれを婆羅門と呼ぶ。
392,26,Pham Ba La Mon,婆羅門品,"“Từ ai, biết chánh pháp
Bậc Chánh Giác thuyết giảng,
Hãy kính lễ vị ấy,
Như Phạm chí chờ lửa.”",正等覚者の説示せる法を、いかなる人より学び得たりとも、その人を恭しく敬礼すべし、あたかも婆羅門が祭火を〔敬う〕が如く。
393,26,Pham Ba La Mon,婆羅門品,"“Ðược gọi Bà-la-môn,
Không vì đầu bện tóc,
Không chủng tộc, thọ sanh,
Ai thật chân, chánh, tịnh,
Mới gọi Bà-la-môn.”","螺髻
・族・姓によりて婆羅門たるに非ず。
真実と法とを具する者、彼は幸福なり、彼はまた〔真の〕婆羅門なり。"
394,26,Pham Ba La Mon,婆羅門品,"“Kẻ ngu, có ích gì
Bện tóc với da dê,
Nội tâm toàn phiền não,
Ngoài mặt đánh bóng suông.”","愚者よ、
螺髻
汝に何の用かあらん、皮衣汝に何の用かあらん。
汝の内は〔不浄の〕密林なり。
汝は外を清掃するのみ。"
395,26,Pham Ba La Mon,婆羅門品,"“Người mặc áo đống rác,
Gầy ốm, lộ mạch gân,
Ðộc thân thiền trong rừng.
Ta gọi Bà-la-môn.”","糞掃衣
（弊衣）を着け、痩せて脈管露われ、独り林中に於て禅定を修する人、我はこれを婆羅門と呼ぶ。"
396,26,Pham Ba La Mon,婆羅門品,"“Ta không gọi Phạm Chí,
Vì chỗ sanh, mẹ sanh.
Chỉ được gọi tên suông
Nếu tâm còn phiền não.
Không phiền não, chấp trước
Ta gọi Bà-la-môn.”","我はまた、胎により母系によりて婆羅門と呼ばず。
彼は〔不遜にも世尊を〕「ボー」（「友よ」の義）と呼び、彼は実に富裕なれども執着あり。
無一物にして執着なき人、我はこれを婆羅門と呼ぶ。"
397,26,Pham Ba La Mon,婆羅門品,"“Ðoạn hết các kiết sử,
Không còn gì lo sợ
Không đắm trước buộc ràng
Ta gọi Bà-la-môn","一切の結縛を断ち、畏怖なく執着を超越し、
繋縛
を離れたる人、我はこれを婆羅門と呼ぶ。"
398,26,Pham Ba La Mon,婆羅門品,"“Bỏ đai da (4), bỏ cương (5)
Bỏ dây (6), đồ sở thuộc (7),
Bỏ then chốt (8), sáng suốt,
Ta gọi Bà-la-môn.”",紐と緒と綱とこれに属するものとを断ち、障礙を除きて覚りたる人、我はこれを婆羅門と呼ぶ。
399,26,Pham Ba La Mon,婆羅門品,"“Không ác ý, nhẫn chịu,
Phỉ báng, đánh, phạt hình,
Lấy nhẫn làm quân lực,
Ta gọi Bà-la-môn.”","罪なくして罵詈と体刑と縄縛とを忍び、
忍辱
を力とし、勇力を軍兵として有する人、我はこれを婆羅門と呼ぶ。"
400,26,Pham Ba La Mon,婆羅門品,"“Không hận, hết bổn phận,
Trì giới, không tham ái,
Nhiếp phục, thân cuối cùng,
Ta gọi Bà-la-môn.”","忿怒なく、戒を持して徳行あり、欲を離れ、
調御
して最後身に達せる人、我はこれを婆羅門と呼ぶ。"
401,26,Pham Ba La Mon,婆羅門品,"“Như nước trên lá sen,
Như hột cải đầu kim,
Người không nhiễm ái dục,
Ta gọi Bà-la-môn.”",蓮葉に於ける水の如く、錐の尖端に於ける芥子粒の如く、諸欲に染着せざる人、我はこれを婆羅門と呼ぶ。
402,26,Pham Ba La Mon,婆羅門品,"“Ai tự trên đời này,
Giác khổ, diệt trừ khổ,
Bỏ gánh nặng, giải thoát,
Ta gọi Bà-la-môn.”","既にこの世に於て、自己の苦の滅尽を悟り、重担を下ろし、
繋縛
を離れたる人、我はこれを婆羅門と呼ぶ。"
403,26,Pham Ba La Mon,婆羅門品,"“Người trí tuệ sâu xa,
Khéo biết đạo, phi đạo
Chứng đạt đích vô thượng,
Ta gọi Bà-la-môn.”",智慧深く、賢慮ありて道・非道を弁え、最上義に達せる人、我はこれを婆羅門と呼ぶ。
404,26,Pham Ba La Mon,婆羅門品,"“Không liên hệ cả hai,
Xuất gia và thế tục,
Sống độc thân, ít dục,
Ta gọi Bà-la-môn.”",在家とも出家とも、二つながら交わらず、家なく遊行し、少欲なる人、我はこれを婆羅門と呼ぶ。
405,26,Pham Ba La Mon,婆羅門品,"“Bỏ trượng, đối chúng sanh,
Yếu kém hay kiên cường,
Không giết, không bảo giết,
Ta gọi Bà-la-môn.”",弱きも強きも一切の有情の中にありて刀杖を捨て、殺すことなく、殺さしむることなき人、我はこれを婆羅門と呼ぶ。
406,26,Pham Ba La Mon,婆羅門品,"“Thân thiện giữa thù địch
Ôn hòa giữa hung hăng.
Không nhiễm, giữa nhiễm trước,
Ta gọi Bà-la-môn.”",害意ある者の中にありて害意なく、刀杖を手にせる者の中にありて温順に、執着ある者の中にありて執着なき人、我はこれを婆羅門と呼ぶ。
407,26,Pham Ba La Mon,婆羅門品,"“Người bỏ rơi tham sân,
Không mạn không ganh tị,
Như hột cải đầu kim,
Ta gọi Bà-la-môn.”","その貪欲と
瞋恚
と慢心と虚偽との脱落せること、あたかも錐の尖端より芥子粒の〔落つる〕如くなる人、我はこれを婆羅門と呼ぶ。"
408,26,Pham Ba La Mon,婆羅門品,"“Nói lên lời ôn hòa,
Lợi ích và chân thật,
Không mất lòng một ai,
Ta gọi Bà-la-môn.”",粗暴ならず、教訓的なる真実の語を発し、これによりて何者をも怒らしめざる人、我はこれを婆羅門と呼ぶ。
409,26,Pham Ba La Mon,婆羅門品,"“Ở đời, vật dài, ngắn,
Nhỏ, lớn, đẹp hay xấu
Phàm không cho không lấy,
Ta gọi Bà-la-môn.”",この世に於て、長きも短きも、小なるも大なるも、浄きも浄からざるも、与えられざるものを取らざる人、我はこれを婆羅門と呼ぶ。
410,26,Pham Ba La Mon,婆羅門品,"“Người không có hy cầu,
Ðời này và đời sau,
Không hy cầu, giải thoát,
Ta gọi Bà-la-môn.”","この世に対しても、かの世に対しても、欲望なく愛着なく、
繋縛
を離れたる人、我はこれを婆羅門と呼ぶ。"
411,26,Pham Ba La Mon,婆羅門品,"“Người không còn tham ái,
Có trí, không nghi hoặc,
Thể nhập vào bất tử,
Ta gọi Bà-la-môn.”",執着の存するなく、悟り終わりて疑惑なく、甘露（涅槃）の奥底に到達せる人、我はこれを婆羅門と呼ぶ。
412,26,Pham Ba La Mon,婆羅門品,"“Người sống ở đời này
Không nhiễm cả thiện ác,
Không sầu, sạch không bụi
Ta gọi Bà-la-môn.”",この世に於て善悪両種の執着を超脱し、憂患なく垢穢なく清浄なる人、我はこれを婆羅門と呼ぶ。
413,26,Pham Ba La Mon,婆羅門品,"“Như trăng, sạch không uế
Sáng trong và tịnh lặng,
Hữu ái, được đoạn tận,
Ta gọi Bà là môn.”",月の如く無垢・清浄・澄明にして暗影なく、快楽の生起を滅尽したる人、我はこれを婆羅門と呼ぶ。
414,26,Pham Ba La Mon,婆羅門品,"“Vượt đường nguy hiểm này,
Nhiếp phục luân hồi, si,
Ðến bờ kia thiền định
Không dục ái, không nghi,
Không chấp trước, tịch tịnh,
Ta gọi Bà-la-môn.”",この泥濘（貪欲等）と越え難き輪廻と愚痴とを越え、渡りて彼岸に達し、禅定に住し、無欲にして疑惑なく、執着を捨てて寂静なる人、我はこれを婆羅門と呼ぶ。
415,26,Pham Ba La Mon,婆羅門品,"“Ai ở đời, đoạn dục,
Bỏ nhà, sống xuất gia,
Dục hữu được đoạn tận,
Ta gọi Bà-la-môn.”",この世に於て欲楽を捨て、家なくして遊行し、欲楽の生起を滅尽したる人、我はこれを婆羅門と呼ぶ。
416,26,Pham Ba La Mon,婆羅門品,"“Ai ở đời đoạn ái
Bỏ nhà, sống xuất gia,
Ái hữu được đoạn tận,
Ta gọi Bà-la-môn.”",この世に於て愛欲を捨て、家なくして遊行し、愛欲の生起を滅尽したる人、我はこれを婆羅門と呼ぶ。
417,26,Pham Ba La Mon,婆羅門品,"“Bỏ trói buộc loài người,
Vượt trói buộc cõi trời.
Giải thoát mọi buộc ràng,
Ta gọi Bà-la-môn.”",人間の束縛を捨て、天上の束縛を脱し、一切の束縛より離れたる人、我はこれを婆羅門と呼ぶ。
418,26,Pham Ba La Mon,婆羅門品,"“Bỏ điều ưa, điều ghét,
Mát lạnh, diệt sanh y
Bậc anh hùng chiến thắng,
Nhiếp phục mọi thế giới,
Ta gọi Bà-la-môn.”",楽と不楽とを捨て、清涼にして煩悩なく、一切世界を克服せる勇者、我はこれを婆羅門と呼ぶ。
419,26,Pham Ba La Mon,婆羅門品,"“Ai hiểu rõ hoàn toàn
Sanh tử các chúng sanh,
Không nhiễm, khéo vượt qua,
Sáng suốt chân giác ngộ,
Ta gọi Bà-la-môn.”",有情の消滅と生起とを完全に知り、執着なく安泰にして覚りたる人、我はこれを婆羅門と呼ぶ。
420,26,Pham Ba La Mon,婆羅門品,"“Với ai, loài trời, người
Cùng với Càn thát bà,
Không biết chỗ thọ sanh
Lậu tận bậc La hán.
Ta gọi Bà-la-môn.”","諸天も
乾闥婆
も人間も、彼の赴く道を知らず、煩悩を滅尽して阿羅漢となりし人、我はこれを婆羅門と呼ぶ。"
421,26,Pham Ba La Mon,婆羅門品,"“Ai quá, hiện, vị lai
Không một sở hữu gì,
Không sở hữu không nắm,
Ta gọi Bà-la-môn.”",前（過去）にも、後（未来）にも、中（現在）にも何物をも有せず、無一物にして執着なき人、我はこれを婆羅門と呼ぶ。
422,26,Pham Ba La Mon,婆羅門品,"“Bậc trâu chúa, thù thắng
Bậc anh hùng, đại sĩ,
Bậc chiến thắng, không nhiễm,
Bậc tẩy sạch, giác ngộ,
Ta gọi Bà-la-môn.”",雄牛〔の如く強く〕、最も勝れ、勇者にして大仙、勝利に富み、無欲にして〔心垢を〕洗滌し、覚りたる人、我はこれを婆羅門と呼ぶ。
423,26,Pham Ba La Mon,婆羅門品,"“Ai biết được đời trước,
Thấy thiên giới, đọa xứ,
Ðạt được sanh diệt tận
Thắng trí, tự viên thành
Bậc mâu ni đạo sĩ.
Viên mãn mọi thành tựu
Ta gọi Bà-la-môn.”","前生を知り、天界と悪趣とを見、更に生の滅尽に達し、智に於て完成したる
牟尼
（賢人）、一切円満成就の人、我はこれを婆羅門と呼ぶ。"
